+0.640616 +0.503441
+0.836692 +1.021808
+1.030500 +0.879280
+0.768398 +0.817278
+0.708332 +0.552617
+0.916199 +0.984830
+0.697419 +0.978575
+0.971331 +0.624735
+0.897948 +0.704863
+0.947146 +0.797018
+0.585000 +0.885892
+0.570739 +0.742525
+0.802385 +0.866618
+0.722106 +0.913838
+0.710083 +0.524335
+0.809837 +0.850699
+0.527777 +0.546529
+0.772507 +1.058277
+0.925809 +1.040905
+0.775555 +0.534142
+1.093522 +0.591754
+1.018972 +0.690941
+1.070328 +0.890303
+0.815676 +0.868276
+1.095166 +0.662822
+0.565294 +0.580166
+1.048714 +0.636033
+0.822690 +0.751099
+1.002651 +1.044796
+0.564937 +0.612734
+1.069131 +0.874773
+0.963433 +1.096908
+0.921302 +0.635939
+1.055185 +0.747112
+0.576844 +0.730740
+0.781253 +0.570366
+0.822493 +0.700225
+0.761307 +0.792821
+1.090528 +1.076983
+0.561098 +1.085694
+0.639805 +0.626392
+0.565859 +0.588519
+0.762425 +0.888550
+0.839618 +0.665076
+0.833345 +0.904555
+0.777810 +0.802477
+0.679328 +0.641242
+0.799384 +0.500631
+0.777182 +0.754569
+0.747742 +0.854026
+0.985309 +1.028995
+0.924391 +0.707802
+0.629220 +0.585698
+1.000623 +0.619748
+0.562681 +1.061721
+0.605442 +0.702486
+0.588112 +0.671301
+0.791005 +0.850537
+1.059851 +0.530623
+1.015613 +0.793196
+0.935178 +0.693422
+1.095673 +0.514506
+0.834665 +0.795057
+0.515136 +0.511846
+1.049626 +0.762878
+0.865872 +0.934935
+0.691874 +0.690263
+0.542736 +0.821094
+0.775961 +1.043360
+0.940842 +0.838641
+1.005080 +1.046284
+1.041127 +1.093193
+0.617586 +0.732132
+0.843730 +0.577437
+0.762755 +0.759343
+0.870633 +0.597932
+0.952765 +0.866306
+0.612438 +0.687430
+0.561364 +0.627574
+0.699276 +0.510990
+0.890453 +1.065147
+0.945924 +1.082326
+0.655410 +0.988661
+0.803420 +0.931371
+0.932021 +0.644262
+0.670012 +0.837101
+0.590547 +0.611139
+0.830294 +0.708132
+0.843271 +0.574023
+0.785569 +0.506026
+0.833366 +0.556202
+0.603958 +0.686131
+0.922508 +0.716396
+0.873561 +0.983872
+0.843970 +1.072837
+0.994862 +0.634423
+1.037984 +0.840786
+0.616749 +0.593394
+0.729447 +0.920169
+1.024765 +0.561468
