-0.843459 +0.619346
-0.767671 +0.995580
-1.095568 +0.682219
-0.554502 +0.608625
-0.999902 +0.740616
-0.542270 +1.053942
-0.645933 +0.688487
-0.847603 +0.841375
-0.914961 +1.027851
-0.915888 +0.677337
-0.576077 +0.895754
-0.576878 +1.053980
-0.920427 +1.006012
-0.858720 +0.556724
-0.667778 +0.511745
-0.656495 +0.588763
-0.968909 +0.675834
-0.515657 +0.635523
-0.741946 +1.029840
-0.855852 +0.958152
-0.929544 +0.701878
-0.687906 +0.524523
-0.709634 +0.564490
-0.734102 +1.075405
-0.507659 +1.050010
-0.947259 +1.016265
-0.754236 +0.575864
-0.629755 +1.025337
-0.518125 +0.611524
-0.517939 +0.914097
-0.976730 +0.925566
-0.597140 +0.754360
-1.098600 +0.987202
-0.710117 +0.859454
-0.682957 +0.534032
-0.882394 +1.087499
-0.864090 +0.529699
-1.087978 +0.526276
-1.005810 +0.877921
-1.098320 +0.586531
-0.772069 +0.654422
-1.097204 +0.573694
-0.869714 +0.973041
-0.500969 +0.712161
-0.515435 +1.081092
-1.073742 +0.607835
-0.693343 +1.029118
-0.737805 +0.908057
-0.683680 +0.652079
-0.932489 +0.733363
-0.913890 +0.885116
-0.879138 +0.922020
-0.685184 +0.732884
-0.651704 +1.009006
-1.089195 +0.949977
-0.504463 +0.838736
-1.095602 +1.098333
-0.687570 +0.734684
-0.628627 +0.911461
-0.653155 +0.955939
-0.707448 +0.973103
-0.536227 +0.699209
-0.697779 +0.825969
-1.092734 +0.718541
-0.621953 +0.674777
-0.648096 +0.564157
-0.540107 +0.572766
-0.613822 +0.874709
-0.794349 +0.834474
-0.816285 +0.816456
-0.915549 +0.779252
-1.044809 +0.688849
-0.822416 +0.967621
-0.676467 +0.648958
-0.820918 +0.770378
-1.095104 +0.571634
-0.956519 +1.068670
-0.829157 +1.045702
-0.805362 +0.778110
-0.935758 +0.672685
-0.647113 +0.516146
-0.863157 +0.912780
-1.011088 +0.623021
-0.912510 +0.894563
-0.642505 +0.971205
-0.988982 +0.541946
-0.949544 +0.666209
-0.869205 +0.928041
-1.066170 +0.554328
-0.523002 +0.812912
-0.775294 +1.081895
-0.715454 +0.968188
-0.549436 +0.555390
-0.686111 +0.745203
-0.766500 +1.078132
-0.682112 +0.686387
-0.505722 +0.554731
-0.500833 +0.583190
-0.922249 +0.686657
-0.622247 +0.535246
