-1.042139 -0.511229
-1.022808 -0.891682
-0.945019 -0.792013
-1.063642 -0.911189
-0.737685 -1.086643
-0.598277 -1.012979
-0.504748 -0.813731
-0.544792 -0.554184
-0.758341 -0.730902
-0.908982 -1.024841
-0.752771 -1.091094
-0.838454 -0.758493
-1.036363 -0.839287
-0.675303 -0.858612
-0.652631 -0.797550
-0.823366 -0.594769
-0.808779 -0.746174
-0.986452 -0.653798
-1.038188 -0.950093
-1.064987 -0.675873
-0.936736 -0.563264
-0.588852 -0.941485
-0.876994 -0.633644
-0.995669 -0.535335
-0.864546 -0.804650
-1.060176 -0.517316
-0.795744 -0.798631
-0.775809 -0.732107
-0.537918 -0.951112
-1.090719 -0.690549
-0.648662 -0.814085
-0.785318 -0.957440
-1.060259 -0.671770
-0.511238 -0.998447
-0.521863 -1.076225
-0.574319 -0.958599
-0.539489 -0.663172
-0.800084 -0.916483
-0.796815 -0.695752
-0.951819 -0.561361
-1.000403 -0.911995
-0.578677 -0.696147
-0.610626 -0.854487
-0.928254 -0.648544
-0.705599 -0.918973
-0.839093 -0.854261
-0.633058 -0.524411
-0.711701 -0.593317
-0.696180 -0.722939
-1.091763 -0.718043
-0.699164 -0.566083
-0.576642 -0.738654
-0.729254 -0.876726
-0.555137 -1.026069
-1.072478 -1.006956
-1.087430 -0.972881
-0.818951 -0.566108
-0.569028 -0.929576
-0.920595 -0.997282
-1.078120 -0.526193
-0.816255 -0.817213
-0.880454 -0.949312
-0.841624 -1.092155
-1.042629 -1.037804
-0.715094 -1.034392
-0.655847 -0.914258
-0.500475 -0.732489
-0.552912 -0.729729
-0.509215 -0.608049
-0.655799 -1.081694
-0.515005 -0.643229
-0.954575 -0.833955
-0.709337 -1.023603
-0.663531 -0.529931
-0.920884 -0.641652
-0.556125 -0.637139
-0.958864 -0.936579
-1.086452 -0.700488
-0.928733 -1.029081
-0.638292 -0.543827
-0.963473 -0.794139
-0.958085 -0.963948
-1.026629 -1.010997
-0.593677 -1.035844
-0.519046 -0.749476
-1.017538 -0.534051
-0.892705 -0.872113
-0.868006 -0.502042
-0.795716 -1.031537
-0.531973 -0.616600
-0.573189 -0.588098
-0.753739 -1.032053
-1.024677 -0.740191
-0.632541 -0.853410
-0.669272 -0.770833
-0.897237 -0.532745
-1.064972 -0.755322
-0.996693 -0.991601
-0.666320 -1.090371
-0.927445 -0.685366
