+0.059744 +0.231577
+0.046758 +0.278844
+0.081069 +0.260813
+0.283307 +0.244904
+0.266265 +0.205299
+0.009094 +0.091272
+0.085500 +0.289478
+0.131409 +0.095864
+0.149031 +0.210624
+0.224611 +0.288545
+0.278431 +0.194065
+0.061055 +0.206051
+0.124395 +0.281338
+0.177494 +0.018769
+0.163620 +0.168459
+0.084215 +0.223364
+0.100036 +0.130973
+0.202208 +0.181106
+0.091786 +0.185515
+0.126010 +0.058051
+0.090814 +0.135104
+0.149323 +0.176313
+0.124582 +0.280732
+0.272177 +0.273613
+0.191355 +0.196788
+0.262159 +0.169786
+0.090853 +0.023213
+0.075837 +0.215248
+0.004551 +0.253331
+0.234017 +0.168171
+0.121790 +0.018232
+0.091536 +0.221826
+0.149205 +0.293744
+0.102932 +0.240991
+0.179259 +0.228942
+0.299041 +0.270073
+0.064046 +0.148364
+0.146386 +0.188628
+0.129096 +0.118563
+0.162241 +0.020451
+0.015351 +0.124400
+0.190238 +0.106204
+0.147613 +0.266075
+0.021452 +0.152164
+0.219406 +0.255469
+0.020335 +0.041196
+0.273700 +0.111871
+0.263022 +0.122905
+0.105615 +0.065954
+0.063895 +0.284874
+0.294896 +0.062937
+0.254946 +0.058942
+0.211301 +0.101332
+0.247570 +0.040397
+0.219895 +0.109811
+0.060848 +0.235246
+0.234211 +0.251086
+0.041450 +0.081824
+0.217161 +0.062902
+0.233988 +0.136566
+0.018371 +0.254323
+0.177762 +0.292071
+0.066194 +0.140785
+0.114976 +0.171809
+0.206739 +0.178871
+0.156683 +0.201636
+0.241808 +0.111629
+0.260578 +0.153109
+0.212962 +0.208148
+0.193505 +0.132857
+0.017960 +0.254354
+0.068103 +0.252171
+0.205440 +0.109553
+0.033994 +0.122600
+0.172456 +0.267982
+0.259167 +0.190826
+0.222306 +0.136929
+0.182897 +0.288500
+0.277714 +0.297873
+0.160309 +0.184453
+0.176744 +0.016992
+0.086088 +0.118552
+0.128621 +0.046666
+0.271660 +0.041583
+0.254815 +0.165166
+0.174440 +0.272774
+0.119519 +0.242543
+0.224945 +0.024959
+0.052097 +0.258939
+0.147559 +0.224552
+0.226922 +0.106725
+0.115379 +0.149227
+0.243654 +0.298276
+0.137727 +0.221368
+0.296149 +0.298036
+0.105821 +0.172893
+0.015028 +0.191909
+0.291445 +0.143650
+0.238576 +0.263105
+0.185233 +0.193390
